State,Year,Quater,District,Users
Madhya Pradesh,2020,4,jhabua district,88307
Madhya Pradesh,2020,4,dhar district,382523
Madhya Pradesh,2020,4,guna district,235371
Madhya Pradesh,2020,4,east nimar district,181040
Madhya Pradesh,2020,4,chhindwara district,370027
Madhya Pradesh,2020,4,umaria district,71049
Madhya Pradesh,2020,4,mandla district,113986
Madhya Pradesh,2020,4,indore district,1645564
Madhya Pradesh,2020,4,shahdol district,153490
Madhya Pradesh,2020,4,ratlam district,286103
Madhya Pradesh,2020,4,panna district,91870
Madhya Pradesh,2020,4,chhatarpur district,233668
Madhya Pradesh,2021,1,morena district,289939
Madhya Pradesh,2021,1,alirajpur district,44762
Madhya Pradesh,2021,1,sehore district,323704
Madhya Pradesh,2021,1,rajgarh district,270842
Madhya Pradesh,2021,1,khargone district,281236
Madhya Pradesh,2021,1,satna district,368299
Madhya Pradesh,2021,1,narsinghpur district,214249
Madhya Pradesh,2021,1,jabalpur district,650087
Madhya Pradesh,2021,1,hoshangabad district,277931
Madhya Pradesh,2021,1,vidisha district,274866
Madhya Pradesh,2021,1,balaghat district,278215
Madhya Pradesh,2021,1,singrauli district,221433
Madhya Pradesh,2021,1,betul district,285621
Madhya Pradesh,2021,1,sidhi district,137421
Madhya Pradesh,2021,1,datia district,106332
Madhya Pradesh,2021,1,dewas district,358124
Madhya Pradesh,2021,1,sheopur district,73775
Madhya Pradesh,2021,1,neemuch district,178235
Madhya Pradesh,2021,1,raisen district,272622
Madhya Pradesh,2021,1,mandsaur district,279783
Madhya Pradesh,2021,1,barwani district,136583
Madhya Pradesh,2021,1,katni district,195985
Madhya Pradesh,2021,1,dindori district,65047
Madhya Pradesh,2021,1,shivpuri district,219381
Madhya Pradesh,2021,1,gwalior district,703232
Madhya Pradesh,2021,1,anuppur district,112519
Madhya Pradesh,2021,1,agar malwa district,91340
Madhya Pradesh,2021,1,ashoknagar district,109372
Madhya Pradesh,2021,1,sagar district,432938
Madhya Pradesh,2021,1,niwari district,47790
Madhya Pradesh,2021,1,rewa district,403013
Madhya Pradesh,2021,1,shajapur district,188759
Madhya Pradesh,2021,1,ujjain district,513868
Madhya Pradesh,2021,1,bhind district,242318
Madhya Pradesh,2021,1,tikamgarh district,120720
Madhya Pradesh,2021,1,seoni district,202103
Madhya Pradesh,2021,1,harda district,100149
Madhya Pradesh,2021,1,burhanpur district,114766
Madhya Pradesh,2021,1,damoh district,150665
Madhya Pradesh,2021,1,bhopal district,1340741
Madhya Pradesh,2021,1,jhabua district,96483
Madhya Pradesh,2021,1,dhar district,415117
Madhya Pradesh,2021,1,guna district,255002
Madhya Pradesh,2021,1,east nimar district,196341
Madhya Pradesh,2021,1,chhindwara district,399276
Madhya Pradesh,2021,1,umaria district,76879
Madhya Pradesh,2021,1,mandla district,123283
Madhya Pradesh,2021,1,indore district,1769869
Madhya Pradesh,2021,1,shahdol district,165899
Madhya Pradesh,2021,1,ratlam district,309912
Madhya Pradesh,2021,1,panna district,99260
Madhya Pradesh,2021,1,chhatarpur district,253341
Madhya Pradesh,2021,2,morena district,312340
Madhya Pradesh,2021,2,alirajpur district,48799
Madhya Pradesh,2021,2,sehore district,347748
Madhya Pradesh,2021,2,rajgarh district,292808
Madhya Pradesh,2021,2,khargone district,303115
Madhya Pradesh,2021,2,satna district,395440
Madhya Pradesh,2021,2,narsinghpur district,229785
Madhya Pradesh,2021,2,jabalpur district,695130
Madhya Pradesh,2021,2,hoshangabad district,298276
Madhya Pradesh,2021,2,vidisha district,295656
Madhya Pradesh,2021,2,balaghat district,299166
Madhya Pradesh,2021,2,singrauli district,238061
Madhya Pradesh,2021,2,betul district,306387
Madhya Pradesh,2021,2,sidhi district,148292
Madhya Pradesh,2021,2,datia district,114602
Madhya Pradesh,2021,2,dewas district,384805
Madhya Pradesh,2021,2,sheopur district,79747
Madhya Pradesh,2021,2,neemuch district,192351
Madhya Pradesh,2021,2,raisen district,293092
Madhya Pradesh,2021,2,mandsaur district,301823
Madhya Pradesh,2021,2,barwani district,147396
Madhya Pradesh,2021,2,katni district,210578
Madhya Pradesh,2021,2,dindori district,70483
Madhya Pradesh,2021,2,shivpuri district,237514
Madhya Pradesh,2021,2,gwalior district,753172
Madhya Pradesh,2021,2,anuppur district,121081
Madhya Pradesh,2021,2,agar malwa district,98973
Madhya Pradesh,2021,2,ashoknagar district,118179
Madhya Pradesh,2021,2,sagar district,464791
Madhya Pradesh,2021,2,niwari district,51713
Madhya Pradesh,2021,2,rewa district,432682
Madhya Pradesh,2021,2,shajapur district,203365
Madhya Pradesh,2021,2,ujjain district,552204
Madhya Pradesh,2021,2,bhind district,260861
Madhya Pradesh,2021,2,tikamgarh district,130462
Madhya Pradesh,2021,2,seoni district,217756
Madhya Pradesh,2021,2,harda district,107671
Madhya Pradesh,2021,2,burhanpur district,123507
Madhya Pradesh,2021,2,damoh district,162046
Madhya Pradesh,2021,2,bhopal district,1431127
Madhya Pradesh,2021,2,jhabua district,104613
Madhya Pradesh,2021,2,dhar district,447074
Madhya Pradesh,2021,2,guna district,274820
Madhya Pradesh,2021,2,east nimar district,211938
Madhya Pradesh,2021,2,chhindwara district,428800
Madhya Pradesh,2021,2,umaria district,82950
Madhya Pradesh,2021,2,mandla district,132963
Madhya Pradesh,2021,2,indore district,1892259
Madhya Pradesh,2021,2,shahdol district,178327
Madhya Pradesh,2021,2,ratlam district,333877
Madhya Pradesh,2021,2,panna district,107148
Madhya Pradesh,2021,2,chhatarpur district,273182
Madhya Pradesh,2021,3,morena district,338470
Madhya Pradesh,2021,3,alirajpur district,53291
Madhya Pradesh,2021,3,sehore district,375721
Madhya Pradesh,2021,3,rajgarh district,318695
Madhya Pradesh,2021,3,khargone district,328193
Madhya Pradesh,2021,3,satna district,426929
Madhya Pradesh,2021,3,narsinghpur district,248007
Madhya Pradesh,2021,3,jabalpur district,745631
Madhya Pradesh,2021,3,hoshangabad district,321576
Madhya Pradesh,2021,3,vidisha district,319665
Madhya Pradesh,2021,3,balaghat district,323407
Madhya Pradesh,2021,3,singrauli district,257742
Madhya Pradesh,2021,3,betul district,330804
Madhya Pradesh,2021,3,sidhi district,160978
Madhya Pradesh,2021,3,datia district,124227
Madhya Pradesh,2021,3,dewas district,415540
Madhya Pradesh,2021,3,sheopur district,86932
Madhya Pradesh,2021,3,neemuch district,208822
Madhya Pradesh,2021,3,raisen district,316696
Madhya Pradesh,2021,3,mandsaur district,328016
Madhya Pradesh,2021,3,barwani district,159845
Madhya Pradesh,2021,3,katni district,227610
Madhya Pradesh,2021,3,dindori district,76885
Madhya Pradesh,2021,3,shivpuri district,259032
Madhya Pradesh,2021,3,gwalior district,809887
Madhya Pradesh,2021,3,anuppur district,131119
Madhya Pradesh,2021,3,agar malwa district,108028
Madhya Pradesh,2021,3,ashoknagar district,128579
Madhya Pradesh,2021,3,sagar district,501819
Madhya Pradesh,2021,3,niwari district,56220
Madhya Pradesh,2021,3,rewa district,466895
Madhya Pradesh,2021,3,shajapur district,220532
Madhya Pradesh,2021,3,ujjain district,596195
Madhya Pradesh,2021,3,bhind district,282910
Madhya Pradesh,2021,3,tikamgarh district,142145
Madhya Pradesh,2021,3,seoni district,236282
Madhya Pradesh,2021,3,harda district,116184
Madhya Pradesh,2021,3,burhanpur district,133678
Madhya Pradesh,2021,3,damoh district,175611
Madhya Pradesh,2021,3,bhopal district,1531544
Madhya Pradesh,2021,3,jhabua district,114139
Madhya Pradesh,2021,3,dhar district,483901
Madhya Pradesh,2021,3,guna district,298761
Madhya Pradesh,2021,3,east nimar district,230302
Madhya Pradesh,2021,3,chhindwara district,462834
Madhya Pradesh,2021,3,umaria district,90077
Madhya Pradesh,2021,3,mandla district,144612
Madhya Pradesh,2021,3,indore district,2028266
Madhya Pradesh,2021,3,shahdol district,192588
Madhya Pradesh,2021,3,ratlam district,361407
Madhya Pradesh,2021,3,panna district,116511
Madhya Pradesh,2021,3,chhatarpur district,296493
Madhya Pradesh,2021,4,morena district,364107
Madhya Pradesh,2021,4,alirajpur district,57786
Madhya Pradesh,2021,4,sehore district,403250
Madhya Pradesh,2021,4,rajgarh district,343493
Madhya Pradesh,2021,4,khargone district,352873
Madhya Pradesh,2021,4,satna district,457858
Madhya Pradesh,2021,4,narsinghpur district,265787
Madhya Pradesh,2021,4,jabalpur district,796148
Madhya Pradesh,2021,4,hoshangabad district,344648
Madhya Pradesh,2021,4,vidisha district,344177
Madhya Pradesh,2021,4,balaghat district,347200
Madhya Pradesh,2021,4,singrauli district,276792
Madhya Pradesh,2021,4,betul district,354334
Madhya Pradesh,2021,4,sidhi district,173205
Madhya Pradesh,2021,4,datia district,133518
Madhya Pradesh,2021,4,dewas district,445758
Madhya Pradesh,2021,4,sheopur district,93888
Madhya Pradesh,2021,4,neemuch district,224442
Madhya Pradesh,2021,4,raisen district,340113
Madhya Pradesh,2021,4,mandsaur district,352936
Madhya Pradesh,2021,4,barwani district,172064
Madhya Pradesh,2021,4,katni district,244085
Madhya Pradesh,2021,4,dindori district,83183
Madhya Pradesh,2021,4,shivpuri district,279745
Madhya Pradesh,2021,4,gwalior district,866561
Madhya Pradesh,2021,4,anuppur district,140817
Madhya Pradesh,2021,4,agar malwa district,116711
Madhya Pradesh,2021,4,ashoknagar district,138555
Madhya Pradesh,2021,4,sagar district,538447
Madhya Pradesh,2021,4,niwari district,60568
Madhya Pradesh,2021,4,rewa district,500513
Madhya Pradesh,2021,4,shajapur district,236918
Madhya Pradesh,2021,4,ujjain district,639197
Madhya Pradesh,2021,4,bhind district,304654
Madhya Pradesh,2021,4,tikamgarh district,153468
Madhya Pradesh,2021,4,seoni district,254057
Madhya Pradesh,2021,4,harda district,124528
Madhya Pradesh,2021,4,burhanpur district,143490
Madhya Pradesh,2021,4,damoh district,188719
Madhya Pradesh,2021,4,bhopal district,1633266
Madhya Pradesh,2021,4,jhabua district,123245
Madhya Pradesh,2021,4,dhar district,519970
Madhya Pradesh,2021,4,guna district,321685
Madhya Pradesh,2021,4,east nimar district,247780
Madhya Pradesh,2021,4,chhindwara district,495990
Madhya Pradesh,2021,4,umaria district,96803
Madhya Pradesh,2021,4,mandla district,155589
Madhya Pradesh,2021,4,indore district,2164101
Madhya Pradesh,2021,4,shahdol district,206601
Madhya Pradesh,2021,4,ratlam district,387771
Madhya Pradesh,2021,4,panna district,125727
Madhya Pradesh,2021,4,chhatarpur district,319122
Madhya Pradesh,2022,1,morena district,388876
Madhya Pradesh,2022,1,alirajpur district,61920
Madhya Pradesh,2022,1,sehore district,430004
Madhya Pradesh,2022,1,rajgarh district,367926
Madhya Pradesh,2022,1,khargone district,376319
Madhya Pradesh,2022,1,satna district,488378
Madhya Pradesh,2022,1,narsinghpur district,282944
Madhya Pradesh,2022,1,jabalpur district,844191
Madhya Pradesh,2022,1,hoshangabad district,366938
Madhya Pradesh,2022,1,vidisha district,367348
Madhya Pradesh,2022,1,balaghat district,370280
Madhya Pradesh,2022,1,singrauli district,295276
Madhya Pradesh,2022,1,betul district,377802
Madhya Pradesh,2022,1,sidhi district,185333
Madhya Pradesh,2022,1,datia district,142528
Madhya Pradesh,2022,1,dewas district,474588
Madhya Pradesh,2022,1,sheopur district,100534
Madhya Pradesh,2022,1,neemuch district,239780
Madhya Pradesh,2022,1,raisen district,362669
Madhya Pradesh,2022,1,mandsaur district,377419
Madhya Pradesh,2022,1,barwani district,183591
Madhya Pradesh,2022,1,katni district,260231
Madhya Pradesh,2022,1,dindori district,89318
Madhya Pradesh,2022,1,shivpuri district,299591
Madhya Pradesh,2022,1,gwalior district,919789
Madhya Pradesh,2022,1,anuppur district,150308
Madhya Pradesh,2022,1,agar malwa district,125155
Madhya Pradesh,2022,1,ashoknagar district,148280
Madhya Pradesh,2022,1,sagar district,573791
Madhya Pradesh,2022,1,niwari district,64887
Madhya Pradesh,2022,1,rewa district,533627
Madhya Pradesh,2022,1,shajapur district,253170
Madhya Pradesh,2022,1,ujjain district,680599
Madhya Pradesh,2022,1,bhind district,325633
Madhya Pradesh,2022,1,tikamgarh district,164789
Madhya Pradesh,2022,1,seoni district,271212
Madhya Pradesh,2022,1,harda district,132707
Madhya Pradesh,2022,1,burhanpur district,152924
Madhya Pradesh,2022,1,damoh district,201320
Madhya Pradesh,2022,1,bhopal district,1729248
Madhya Pradesh,2022,1,jhabua district,132178
Madhya Pradesh,2022,1,dhar district,554545
Madhya Pradesh,2022,1,guna district,343862
Madhya Pradesh,2022,1,east nimar district,264991
Madhya Pradesh,2022,1,chhindwara district,528140
Madhya Pradesh,2022,1,umaria district,103376
Madhya Pradesh,2022,1,mandla district,166586
Madhya Pradesh,2022,1,indore district,2291709
Madhya Pradesh,2022,1,shahdol district,220235
Madhya Pradesh,2022,1,ratlam district,413474
Madhya Pradesh,2022,1,panna district,134571
Madhya Pradesh,2022,1,chhatarpur district,341257
Madhya Pradesh,2022,2,morena district,412027
Madhya Pradesh,2022,2,alirajpur district,65571
Madhya Pradesh,2022,2,sehore district,454731
Madhya Pradesh,2022,2,rajgarh district,390496
Madhya Pradesh,2022,2,khargone district,397821
Madhya Pradesh,2022,2,satna district,516107
Madhya Pradesh,2022,2,narsinghpur district,298700
Madhya Pradesh,2022,2,jabalpur district,889518
Madhya Pradesh,2022,2,hoshangabad district,387536
Madhya Pradesh,2022,2,vidisha district,388442
Madhya Pradesh,2022,2,balaghat district,391383
Madhya Pradesh,2022,2,singrauli district,312534
Madhya Pradesh,2022,2,betul district,399176
Madhya Pradesh,2022,2,sidhi district,196329
Madhya Pradesh,2022,2,datia district,150774
Madhya Pradesh,2022,2,dewas district,501534
Madhya Pradesh,2022,2,sheopur district,106402
Madhya Pradesh,2022,2,neemuch district,253877
Madhya Pradesh,2022,2,raisen district,383364
Madhya Pradesh,2022,2,mandsaur district,400096
Madhya Pradesh,2022,2,barwani district,194224
Madhya Pradesh,2022,2,katni district,274971
Madhya Pradesh,2022,2,dindori district,94425
Madhya Pradesh,2022,2,shivpuri district,317649
Madhya Pradesh,2022,2,gwalior district,970340
Madhya Pradesh,2022,2,anuppur district,159037
Madhya Pradesh,2022,2,agar malwa district,132817
Madhya Pradesh,2022,2,ashoknagar district,156794
Madhya Pradesh,2022,2,sagar district,605733
Madhya Pradesh,2022,2,niwari district,68906
Madhya Pradesh,2022,2,rewa district,564327
Madhya Pradesh,2022,2,shajapur district,268228
Madhya Pradesh,2022,2,ujjain district,719339
Madhya Pradesh,2022,2,bhind district,345153
Madhya Pradesh,2022,2,tikamgarh district,174899
Madhya Pradesh,2022,2,seoni district,286648
Madhya Pradesh,2022,2,harda district,140211
Madhya Pradesh,2022,2,burhanpur district,161559
Madhya Pradesh,2022,2,damoh district,212717
Madhya Pradesh,2022,2,bhopal district,1820625
Madhya Pradesh,2022,2,jhabua district,140021
Madhya Pradesh,2022,2,dhar district,586670
Madhya Pradesh,2022,2,guna district,364137
Madhya Pradesh,2022,2,east nimar district,280660
Madhya Pradesh,2022,2,chhindwara district,557958
Madhya Pradesh,2022,2,umaria district,109416
Madhya Pradesh,2022,2,mandla district,176186
Madhya Pradesh,2022,2,indore district,2412576
Madhya Pradesh,2022,2,shahdol district,232570
Madhya Pradesh,2022,2,ratlam district,437346
Madhya Pradesh,2022,2,panna district,142521
Madhya Pradesh,2022,2,chhatarpur district,361336
Madhya Pradesh,2022,3,morena district,435365
Madhya Pradesh,2022,3,alirajpur district,69009
Madhya Pradesh,2022,3,sehore district,479372
Madhya Pradesh,2022,3,rajgarh district,412875
Madhya Pradesh,2022,3,khargone district,419471
Madhya Pradesh,2022,3,satna district,544011
Madhya Pradesh,2022,3,narsinghpur district,314303
Madhya Pradesh,2022,3,jabalpur district,935649
Madhya Pradesh,2022,3,hoshangabad district,408032
Madhya Pradesh,2022,3,vidisha district,409741
Madhya Pradesh,2022,3,balaghat district,412637
Madhya Pradesh,2022,3,singrauli district,329936
Madhya Pradesh,2022,3,betul district,420313
Madhya Pradesh,2022,3,sidhi district,206995
Madhya Pradesh,2022,3,datia district,158829
Madhya Pradesh,2022,3,dewas district,528609
Madhya Pradesh,2022,3,sheopur district,112197
Madhya Pradesh,2022,3,neemuch district,268121
Madhya Pradesh,2022,3,raisen district,404002
Madhya Pradesh,2022,3,mandsaur district,422561
Madhya Pradesh,2022,3,barwani district,204774
Madhya Pradesh,2022,3,katni district,289612
Madhya Pradesh,2022,3,dindori district,99562
Madhya Pradesh,2022,3,shivpuri district,335634
Madhya Pradesh,2022,3,gwalior district,1022539
Madhya Pradesh,2022,3,anuppur district,167443
Madhya Pradesh,2022,3,agar malwa district,140546
Madhya Pradesh,2022,3,ashoknagar district,165136
Madhya Pradesh,2022,3,sagar district,638100
Madhya Pradesh,2022,3,niwari district,72766
Madhya Pradesh,2022,3,rewa district,594588
Madhya Pradesh,2022,3,shajapur district,283357
Madhya Pradesh,2022,3,ujjain district,758373
Madhya Pradesh,2022,3,bhind district,364727
Madhya Pradesh,2022,3,tikamgarh district,185137
Madhya Pradesh,2022,3,seoni district,301695
Madhya Pradesh,2022,3,harda district,147408
Madhya Pradesh,2022,3,burhanpur district,170570
Madhya Pradesh,2022,3,damoh district,223787
Madhya Pradesh,2022,3,bhopal district,1915532
Madhya Pradesh,2022,3,jhabua district,147923
Madhya Pradesh,2022,3,dhar district,618777
Madhya Pradesh,2022,3,guna district,384769
Madhya Pradesh,2022,3,east nimar district,296196
Madhya Pradesh,2022,3,chhindwara district,587412
Madhya Pradesh,2022,3,umaria district,115138
Madhya Pradesh,2022,3,mandla district,185530
Madhya Pradesh,2022,3,indore district,2537328
Madhya Pradesh,2022,3,shahdol district,244785
Madhya Pradesh,2022,3,ratlam district,461592
Madhya Pradesh,2022,3,panna district,149974
Madhya Pradesh,2022,3,chhatarpur district,381482
Madhya Pradesh,2022,4,morena district,456927
Madhya Pradesh,2022,4,alirajpur district,71948
